"varname","tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"UNKNOWN","540","TERMS GOVERNING USE AND REPRODUCTION NOTE","TERMS GOVERNING USE AND REPRODUCTION NOTE","1","0","0","","","","SPF"
"UNKNOWN","541","IMMEDIATE SOURCE OF ACQUISITION NOTE","IMMEDIATE SOURCE OF ACQUISITION NOTE","1","0","0","","","","SPF"
"UNKNOWN","542","INFORMATION RELATING TO COPYRIGHT STATUS","INFORMATION RELATING TO COPYRIGHT STATUS","1","0","0","","","","SPF"
"UNKNOWN","543","SOLICITATION INFORMATION NOTE (AM) [OBSOLETE]","SOLICITATION INFORMATION NOTE (AM) [OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","544","LOCATION OF OTHER ARCHIVAL MATERIALS NOTE","LOCATION OF OTHER ARCHIVAL MATERIALS NOTE","1","0","0","","","","SPF"
"UNKNOWN","545","BIOGRAPHICAL OR HISTORICAL DATA","BIOGRAPHICAL OR HISTORICAL DATA","1","0","0","","","","SPF"
"UNKNOWN","546","LANGUAGE NOTE","LANGUAGE NOTE","1","0","0","","","","SPF"
"UNKNOWN","547","FORMER TITLE COMPLEXITY NOTE","FORMER TITLE COMPLEXITY NOTE","1","0","0","","","","SPF"
"UNKNOWN","550","ISSUING BODY NOTE","ISSUING BODY NOTE","1","0","0","","","","SPF"
"UNKNOWN","552","ENTITY AND ATTRIBUTE INFORMATION NOTE","ENTITY AND ATTRIBUTE INFORMATION NOTE","1","0","0","","","","SPF"
"UNKNOWN","555","CUMULATIVE INDEX/FINDING AIDS NOTE","CUMULATIVE INDEX/FINDING AIDS NOTE","1","0","0","","","","SPF"
"UNKNOWN","556","INFORMATION ABOUT DOCUMENTATION NOTE","INFORMATION ABOUT DOCUMENTATION NOTE","1","0","0","","","","SPF"
"UNKNOWN","561","OWNERSHIP AND CUSTODIAL HISTORY","OWNERSHIP AND CUSTODIAL HISTORY","1","0","0","","","","SPF"
"UNKNOWN","562","COPY AND VERSION IDENTIFICATION NOTE","COPY AND VERSION IDENTIFICATION NOTE","1","0","0","","","","SPF"
"UNKNOWN","563","BINDING INFORMATION","BINDING INFORMATION","1","0","0","","","","SPF"
"UNKNOWN","565","CASE FILE CHARACTERISTICS NOTE","CASE FILE CHARACTERISTICS NOTE","1","0","0","","","","SPF"
"UNKNOWN","567","METHODOLOGY NOTE","METHODOLOGY NOTE","1","0","0","","","","SPF"
"UNKNOWN","570","EDITOR NOTE (SE) [OBSOLETE]","EDITOR NOTE (SE) [OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","580","LINKING ENTRY COMPLEXITY NOTE","LINKING ENTRY COMPLEXITY NOTE","1","0","0","","","","SPF"
"UNKNOWN","581","PUBLICATIONS ABOUT DESCRIBED MATERIALS NOTE","PUBLICATIONS ABOUT DESCRIBED MATERIALS NOTE","1","0","0","","","","SPF"
"UNKNOWN","582","RELATED COMPUTER FILES NOTE (CF) [OBSOLETE]","RELATED COMPUTER FILES NOTE (CF) [OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","583","ACTION NOTE","ACTION NOTE","1","0","0","","","","SPF"
"UNKNOWN","584","ACCUMULATION AND FREQUENCY OF USE NOTE","ACCUMULATION AND FREQUENCY OF USE NOTE","1","0","0","","","","SPF"
"UNKNOWN","585","EXHIBITIONS NOTE","EXHIBITIONS NOTE","1","0","0","","","","SPF"
"UNKNOWN","586","AWARDS NOTE","AWARDS NOTE","1","0","0","","","","SPF"
"UNKNOWN","588","SOURCE OF DESCRIPTION NOTE","SOURCE OF DESCRIPTION NOTE","1","0","0","","","","SPF"
"UNKNOWN","590","LOCAL NOTE (RLIN)","LOCAL NOTE (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","600","SUBJECT ADDED ENTRY--PERSONAL NAME","SUBJECT ADDED ENTRY--PERSONAL NAME","1","0","0","","","","SPF"
"UNKNOWN","610","SUBJECT ADDED ENTRY--CORPORATE NAME","SUBJECT ADDED ENTRY--CORPORATE NAME","1","0","0","","","","SPF"
"UNKNOWN","611","SUBJECT ADDED ENTRY--MEETING NAME","SUBJECT ADDED ENTRY--MEETING NAME","1","0","0","","","","SPF"
"UNKNOWN","630","SUBJECT ADDED ENTRY--UNIFORM TITLE","SUBJECT ADDED ENTRY--UNIFORM TITLE","1","0","0","","","","SPF"
"UNKNOWN","647","SUBJECT ADDED ENTRY--NAMED EVENT","SUBJECT ADDED ENTRY--NAMED EVENT","1","0","0","","","","SPF"
"UNKNOWN","648","SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM","SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM","1","0","0","","","","SPF"
"UNKNOWN","650","SUBJECT ADDED ENTRY--TOPICAL TERM","SUBJECT ADDED ENTRY--TOPICAL TERM","1","0","0","","","","SPF"
"UNKNOWN","651","SUBJECT ADDED ENTRY--GEOGRAPHIC NAME","SUBJECT ADDED ENTRY--GEOGRAPHIC NAME","1","0","0","","","","SPF"
"UNKNOWN","652","SUBJECT ADDED ENTRY--REVERSE GEOGRAPHIC (BK MP SE) [OBSOLETE]","SUBJECT ADDED ENTRY--REVERSE GEOGRAPHIC (BK MP SE) [OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","653","INDEX TERM--UNCONTROLLED","INDEX TERM--UNCONTROLLED","1","0","0","","","","SPF"
"UNKNOWN","654","SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS","SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS","1","0","0","","","","SPF"
"UNKNOWN","655","INDEX TERM--GENRE/FORM","INDEX TERM--GENRE/FORM","1","0","0","","","","SPF"
"UNKNOWN","656","INDEX TERM--OCCUPATION","INDEX TERM--OCCUPATION","1","0","0","","","","SPF"
"UNKNOWN","657","INDEX TERM--FUNCTION","INDEX TERM--FUNCTION","1","0","0","","","","SPF"
"UNKNOWN","658","INDEX TERM--CURRICULUM OBJECTIVE","INDEX TERM--CURRICULUM OBJECTIVE","1","0","0","","","","SPF"
"UNKNOWN","662","SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME","SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME","1","0","0","","","","SPF"
"UNKNOWN","688","SUBJECT ADDED ENTRY--TYPE OF ENTITY UNSPECIFIED","SUBJECT ADDED ENTRY--TYPE OF ENTITY UNSPECIFIED","1","0","0","","","","SPF"
"UNKNOWN","690","LOCAL SUBJECT ADDED ENTRY--TOPICAL TERM (OCLC, RLIN)","LOCAL SUBJECT ADDED ENTRY--TOPICAL TERM (OCLC, RLIN)","1","0","0","","","","SPF"
"UNKNOWN","691","LOCAL SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (RLIN)","LOCAL SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","696","LOCAL SUBJECT ADDED ENTRY--PERSONAL NAME (RLIN)","LOCAL SUBJECT ADDED ENTRY--PERSONAL NAME (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","697","LOCAL SUBJECT ADDED ENTRY--CORPORATE NAME (RLIN)","LOCAL SUBJECT ADDED ENTRY--CORPORATE NAME (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","698","LOCAL SUBJECT ADDED ENTRY--MEETING NAME (RLIN)","LOCAL SUBJECT ADDED ENTRY--MEETING NAME (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","699","LOCAL SUBJECT ADDED ENTRY--UNIFORM TITLE (RLIN)","LOCAL SUBJECT ADDED ENTRY--UNIFORM TITLE (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","700","ADDED ENTRY--PERSONAL NAME","ADDED ENTRY--PERSONAL NAME","1","0","0","","","","SPF"
"UNKNOWN","705","ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]","ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","710","ADDED ENTRY--CORPORATE NAME","ADDED ENTRY--CORPORATE NAME","1","0","0","","","","SPF"
"UNKNOWN","711","ADDED ENTRY--MEETING NAME","ADDED ENTRY--MEETING NAME","1","0","0","","","","SPF"
"UNKNOWN","715","ADDED ENTRY--CORPORATE NAME (PERFORMER) (MU) [OBSOLETE]","ADDED ENTRY--CORPORATE NAME (PERFORMER) (MU) [OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","720","ADDED ENTRY--UNCONTROLLED NAME","ADDED ENTRY--UNCONTROLLED NAME","1","0","0","","","","SPF"
"UNKNOWN","730","ADDED ENTRY--UNIFORM TITLE","ADDED ENTRY--UNIFORM TITLE","1","0","0","","","","SPF"
"UNKNOWN","740","ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE","ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE","1","0","0","","","","SPF"
"UNKNOWN","751","ADDED ENTRY-GEOGRAPHIC NAME","ADDED ENTRY-GEOGRAPHIC NAME","1","0","0","","","","SPF"
"UNKNOWN","752","ADDED ENTRY--HIERARCHICAL PLACE NAME","ADDED ENTRY--HIERARCHICAL PLACE NAME","1","0","0","","","","SPF"
"UNKNOWN","753","SYSTEM DETAILS ACCESS TO COMPUTER FILES","SYSTEM DETAILS ACCESS TO COMPUTER FILES","1","0","0","","","","SPF"
"UNKNOWN","754","ADDED ENTRY--TAXONOMIC IDENTIFICATION","ADDED ENTRY--TAXONOMIC IDENTIFICATION","1","0","0","","","","SPF"
"UNKNOWN","755","ADDED ENTRY--PHYSICAL CHARACTERISTICS [OBSOLETE]","ADDED ENTRY--PHYSICAL CHARACTERISTICS [OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","758","RESOURCE IDENTIFIER","RESOURCE IDENTIFIER","1","0","0","","","","SPF"
"UNKNOWN","760","MAIN SERIES ENTRY","MAIN SERIES ENTRY","1","0","0","","","","SPF"
"UNKNOWN","762","SUBSERIES ENTRY","SUBSERIES ENTRY","1","0","0","","","","SPF"
"UNKNOWN","765","ORIGINAL LANGUAGE ENTRY","ORIGINAL LANGUAGE ENTRY","1","0","0","","","","SPF"
"UNKNOWN","767","TRANSLATION ENTRY","TRANSLATION ENTRY","1","0","0","","","","SPF"
"UNKNOWN","770","SUPPLEMENT/SPECIAL ISSUE ENTRY","SUPPLEMENT/SPECIAL ISSUE ENTRY","1","0","0","","","","SPF"
"UNKNOWN","772","SUPPLEMENT PARENT ENTRY","SUPPLEMENT PARENT ENTRY","1","0","0","","","","SPF"
"UNKNOWN","773","HOST ITEM ENTRY","HOST ITEM ENTRY","1","0","0","","","","SPF"
"UNKNOWN","774","CONSTITUENT UNIT ENTRY","CONSTITUENT UNIT ENTRY","1","0","0","","","","SPF"
"UNKNOWN","775","OTHER EDITION ENTRY","OTHER EDITION ENTRY","1","0","0","","","","SPF"
"UNKNOWN","776","ADDITIONAL PHYSICAL FORM ENTRY","ADDITIONAL PHYSICAL FORM ENTRY","1","0","0","","","","SPF"
"UNKNOWN","777","ISSUED WITH ENTRY","ISSUED WITH ENTRY","1","0","0","","","","SPF"
"UNKNOWN","780","PRECEDING ENTRY","PRECEDING ENTRY","1","0","0","","","","SPF"
"UNKNOWN","785","SUCCEEDING ENTRY","SUCCEEDING ENTRY","1","0","0","","","","SPF"
"UNKNOWN","786","DATA SOURCE ENTRY","DATA SOURCE ENTRY","1","0","0","","","","SPF"
"UNKNOWN","787","OTHER RELATIONSHIP ENTRY","OTHER RELATIONSHIP ENTRY","1","0","0","","","","SPF"
"UNKNOWN","788","PARALLEL DESCRIPTION IN ANOTHER LANGUAGE OF CATALOGING","PARALLEL DESCRIPTION IN ANOTHER LANGUAGE OF CATALOGING","1","0","0","","","","SPF"
"UNKNOWN","789","COMPONENT ITEM ENTRY (RLIN)","COMPONENT ITEM ENTRY (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","796","LOCAL ADDED ENTRY--PERSONAL NAME (RLIN)","LOCAL ADDED ENTRY--PERSONAL NAME (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","797","LOCAL ADDED ENTRY--CORPORATE NAME (RLIN)","LOCAL ADDED ENTRY--CORPORATE NAME (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","798","LOCAL ADDED ENTRY--MEETING NAME (RLIN)","LOCAL ADDED ENTRY--MEETING NAME (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","799","LOCAL ADDED ENTRY--UNIFORM TITLE (RLIN)","LOCAL ADDED ENTRY--UNIFORM TITLE (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","800","SERIES ADDED ENTRY--PERSONAL NAME","SERIES ADDED ENTRY--PERSONAL NAME","1","0","0","","","","SPF"
"UNKNOWN","810","SERIES ADDED ENTRY--CORPORATE NAME","SERIES ADDED ENTRY--CORPORATE NAME","1","0","0","","","","SPF"
"UNKNOWN","811","SERIES ADDED ENTRY--MEETING NAME","SERIES ADDED ENTRY--MEETING NAME","1","0","0","","","","SPF"
"UNKNOWN","830","SERIES ADDED ENTRY--UNIFORM TITLE","SERIES ADDED ENTRY--UNIFORM TITLE","1","0","0","","","","SPF"
"UNKNOWN","840","SERIES ADDED ENTRY--TITLE [OBSOLETE]","SERIES ADDED ENTRY--TITLE [OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","841","HOLDINGS CODED DATA VALUES","HOLDINGS CODED DATA VALUES","0","0","0","","","","SPF"
"UNKNOWN","842","TEXTUAL PHYSICAL FORM DESIGNATOR","TEXTUAL PHYSICAL FORM DESIGNATOR","0","0","0","","","","SPF"
"UNKNOWN","843","REPRODUCTION NOTE","REPRODUCTION NOTE","1","0","0","","","","SPF"
"UNKNOWN","844","NAME OF UNIT","NAME OF UNIT","0","0","0","","","","SPF"
"UNKNOWN","845","TERMS GOVERNING USE AND REPRODUCTION NOTE","TERMS GOVERNING USE AND REPRODUCTION NOTE","1","0","0","","","","SPF"
"UNKNOWN","850","HOLDING INSTITUTION","HOLDING INSTITUTION","1","0","0","","","","SPF"
"UNKNOWN","851","LOCATION [OBSOLETE]","LOCATION [OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","852","LOCATION","LOCATION","1","0","0","","","","SPF"
"UNKNOWN","853","CAPTIONS AND PATTERN--BASIC BIBLIOGRAPHIC UNIT","CAPTIONS AND PATTERN--BASIC BIBLIOGRAPHIC UNIT","1","0","0","","","","SPF"
"UNKNOWN","854","CAPTIONS AND PATTERN--SUPPLEMENTARY MATERIAL","CAPTIONS AND PATTERN--SUPPLEMENTARY MATERIAL","1","0","0","","","","SPF"
"UNKNOWN","855","CAPTIONS AND PATTERN--INDEXES","CAPTIONS AND PATTERN--INDEXES","1","0","0","","","","SPF"
"UNKNOWN","856","ELECTRONIC LOCATION AND ACCESS","ELECTRONIC LOCATION AND ACCESS","1","0","0","","","","SPF"
"UNKNOWN","857","ELECTRONIC ARCHIVE LOCATION AND ACCESS","ELECTRONIC ARCHIVE LOCATION AND ACCESS","1","0","0","","","","SPF"
"UNKNOWN","859","LOCAL CONTROL INFORMATION (RLIN)","LOCAL CONTROL INFORMATION (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","863","ENUMERATION AND CHRONOLOGY--BASIC BIBLIOGRAPHIC UNIT","ENUMERATION AND CHRONOLOGY--BASIC BIBLIOGRAPHIC UNIT","1","0","0","","","","SPF"
"UNKNOWN","864","ENUMERATION AND CHRONOLOGY--SUPPLEMENTARY MATERIAL","ENUMERATION AND CHRONOLOGY--SUPPLEMENTARY MATERIAL","1","0","0","","","","SPF"
"UNKNOWN","865","ENUMERATION AND CHRONOLOGY--INDEXES","ENUMERATION AND CHRONOLOGY--INDEXES","1","0","0","","","","SPF"
"UNKNOWN","866","TEXTUAL HOLDINGS--BASIC BIBLIOGRAPHIC UNIT","TEXTUAL HOLDINGS--BASIC BIBLIOGRAPHIC UNIT","1","0","0","","","","SPF"
"UNKNOWN","867","TEXTUAL HOLDINGS--SUPPLEMENTARY MATERIAL","TEXTUAL HOLDINGS--SUPPLEMENTARY MATERIAL","1","0","0","","","","SPF"
"UNKNOWN","868","TEXTUAL HOLDINGS--INDEXES","TEXTUAL HOLDINGS--INDEXES","1","0","0","","","","SPF"
"UNKNOWN","870","VARIANT PERSONAL NAME (SE) [OBSOLETE]","VARIANT PERSONAL NAME (SE) [OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","871","VARIANT CORPORATE NAME (SE)[OBSOLETE]","VARIANT CORPORATE NAME (SE)[OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","872","VARIANT CONFERENCE OR MEETING NAME (SE) [OBSOLETE]","VARIANT CONFERENCE OR MEETING NAME (SE) [OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","873","VARIANT UNIFORM TITLE HEADING (SE) [OBSOLETE]","VARIANT UNIFORM TITLE HEADING (SE) [OBSOLETE]","1","0","0","","","","SPF"
"UNKNOWN","876","ITEM INFORMATION--BASIC BIBLIOGRAPHIC UNIT","ITEM INFORMATION--BASIC BIBLIOGRAPHIC UNIT","1","0","0","","","","SPF"
"UNKNOWN","877","ITEM INFORMATION--SUPPLEMENTARY MATERIAL","ITEM INFORMATION--SUPPLEMENTARY MATERIAL","1","0","0","","","","SPF"
"UNKNOWN","878","ITEM INFORMATION--INDEXES","ITEM INFORMATION--INDEXES","1","0","0","","","","SPF"
"UNKNOWN","880","ALTERNATE GRAPHIC REPRESENTATION","ALTERNATE GRAPHIC REPRESENTATION","1","0","0","","","","SPF"
"UNKNOWN","881","MANIFESTATION STATEMENTS","MANIFESTATION STATEMENTS","1","0","0","","","","SPF"
"UNKNOWN","882","REPLACEMENT RECORD INFORMATION","REPLACEMENT RECORD INFORMATION","0","0","0","","","","SPF"
"UNKNOWN","883","METADATA PROVENANCE","METADATA PROVENANCE","1","0","0","","","","SPF"
"UNKNOWN","884","DESCRIPTION CONVERSION INFORMATION","DESCRIPTION CONVERSION INFORMATION","1","0","0","","","","SPF"
"UNKNOWN","885","MATCHING INFORMATION","MATCHING INFORMATION","1","0","0","","","","SPF"
"UNKNOWN","886","FOREIGN MARC INFORMATION FIELD","FOREIGN MARC INFORMATION FIELD","1","0","0","","","","SPF"
"UNKNOWN","887","NON-MARC INFORMATION FIELD","NON-MARC INFORMATION FIELD","1","0","0","","","","SPF"
"UNKNOWN","896","LOCAL SERIES ADDED ENTRY--PERSONAL NAME (RLIN)","LOCAL SERIES ADDED ENTRY--PERSONAL NAME (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","897","LOCAL SERIES ADDED ENTRY--CORPORATE NAME (RLIN)","LOCAL SERIES ADDED ENTRY--CORPORATE NAME (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","898","LOCAL SERIES ADDED ENTRY--MEETING NAME (RLIN)","LOCAL SERIES ADDED ENTRY--MEETING NAME (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","899","LOCAL SERIES ADDED ENTRY--UNIFORM TITLE (RLIN)","LOCAL SERIES ADDED ENTRY--UNIFORM TITLE (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","900","EQUIVALENCE OR CROSS-REFERENCE-PERSONAL NAME [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-PERSONAL NAME [LOCAL, CANADA]","1","0","0","","","","SPF"
"UNKNOWN","901","LOCAL DATA ELEMENT A, LDA (RLIN)","LOCAL DATA ELEMENT A, LDA (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","902","LOCAL DATA ELEMENT B, LDB (RLIN)","LOCAL DATA ELEMENT B, LDB (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","903","LOCAL DATA ELEMENT C, LDC (RLIN)","LOCAL DATA ELEMENT C, LDC (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","904","LOCAL DATA ELEMENT D, LDD (RLIN)","LOCAL DATA ELEMENT D, LDD (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","905","LOCAL DATA ELEMENT E, LDE (RLIN)","LOCAL DATA ELEMENT E, LDE (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","906","LOCAL DATA ELEMENT F, LDF (RLIN)","LOCAL DATA ELEMENT F, LDF (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","907","LOCAL DATA ELEMENT G, LDG (RLIN)","LOCAL DATA ELEMENT G, LDG (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","908","PUT COMMAND PARAMETER (RLIN)","PUT COMMAND PARAMETER (RLIN)","0","0","0","","","","SPF"
"UNKNOWN","910","USER-OPTION DATA (OCLC)","USER-OPTION DATA (OCLC)","0","0","0","","","","SPF"
"UNKNOWN","911","EQUIVALENCE OR CROSS-REFERENCE-CONFERENCE OR MEETING NAME [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-CONFERENCE OR MEETING NAME [LOCAL, CANADA]","1","0","0","","","","SPF"
"UNKNOWN","930","EQUIVALENCE OR CROSS-REFERENCE-UNIFORM TITLE HEADING [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-UNIFORM TITLE HEADING [LOCAL, CANADA]","1","0","0","","","","SPF"
"UNKNOWN","936","OCLC/CONSER MISCELLANEOUS DATA (OCLC); PIECE USED FOR CATALOGING (pre-AACR2) (RLIN)","OCLC/CONSER MISCELLANEOUS DATA (OCLC); PIECE USED FOR CATALOGING (pre-AACR2) (RLIN)","0","0","0","","","","SPF"
"UNKNOWN","940","EQUIVALENCE OR CROSS-REFERENCE--UNIFORM TITLE [OBSOLETE] [CAN/MARC only]","EQUIVALENCE OR CROSS-REFERENCE--UNIFORM TITLE [OBSOLETE] [CAN/MARC only]","1","0","0","","","","SPF"
"UNKNOWN","941","EQUIVALENCE OR CROSS-REFERENCE--ROMANIZED TITLE [OBSOLETE] [CAN/MARC only]","EQUIVALENCE OR CROSS-REFERENCE--ROMANIZED TITLE [OBSOLETE] [CAN/MARC only]","1","0","0","","","","SPF"
"UNKNOWN","942","ADDED ENTRY ELEMENTS (KOHA)","ADDED ENTRY ELEMENTS (KOHA)","0","0","0","","","","SPF"
"UNKNOWN","943","EQUIVALENCE OR CROSS-REFERENCE--COLLECTIVE TITLE [OBSOLETE] [CAN/MARC only]","EQUIVALENCE OR CROSS-REFERENCE--COLLECTIVE TITLE [OBSOLETE] [CAN/MARC only]","1","0","0","","","","SPF"
"UNKNOWN","945","LOCAL PROCESSING INFORMATION (OCLC)","LOCAL PROCESSING INFORMATION (OCLC)","1","0","0","","","","SPF"
"UNKNOWN","946","LOCAL PROCESSING INFORMATION (OCLC)","LOCAL PROCESSING INFORMATION (OCLC)","1","0","0","","","","SPF"
"UNKNOWN","947","LOCAL PROCESSING INFORMATION (OCLC)","LOCAL PROCESSING INFORMATION (OCLC)","1","0","0","","","","SPF"
"UNKNOWN","948","LOCAL PROCESSING INFORMATION (OCLC); SERIES PART DESIGNATOR (RLIN)","LOCAL PROCESSING INFORMATION (OCLC); SERIES PART DESIGNATOR (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","949","LOCAL PROCESSING INFORMATION (OCLC)","LOCAL PROCESSING INFORMATION (OCLC)","1","0","0","","","","SPF"
"UNKNOWN","950","LOCAL HOLDINGS (RLIN)","LOCAL HOLDINGS (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","951","EQUIVALENCE OR CROSS-REFERENCE--GEOGRAPHIC NAME/AREA NAME [OBSOLETE] [CAN/MARC only]","EQUIVALENCE OR CROSS-REFERENCE--GEOGRAPHIC NAME/AREA NAME [OBSOLETE] [CAN/MARC only]","1","0","0","","","","SPF"
"UNKNOWN","952","LOCATION AND ITEM INFORMATION (KOHA)","LOCATION AND ITEM INFORMATION (KOHA)","1","0","0","","","","SPF"
"UNKNOWN","955","COPY-LEVEL INFORMATION (RLIN)","COPY-LEVEL INFORMATION (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","956","LOCAL ELECTRONIC LOCATION AND ACCESS (OCLC)","LOCAL ELECTRONIC LOCATION AND ACCESS (OCLC)","1","0","0","","","","SPF"
"UNKNOWN","960","PHYSICAL LOCATION (RLIN)","PHYSICAL LOCATION (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","967","ADDITIONAL ESTC CODES (RLIN)","ADDITIONAL ESTC CODES (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","980","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--PERSONAL NAME/TITLE [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--PERSONAL NAME/TITLE [LOCAL, CANADA]","1","0","0","","","","SPF"
"UNKNOWN","981","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--CORPORATE NAME/TITLE [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--CORPORATE NAME/TITLE [LOCAL, CANADA]","1","0","0","","","","SPF"
"UNKNOWN","982","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--CONFERENCE OR MEETING NAME/TITLE [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--CONFERENCE OR MEETING NAME/TITLE [LOCAL, CANADA]","1","0","0","","","","SPF"
"UNKNOWN","983","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--TITLE/UNIFORM TITLE [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--TITLE/UNIFORM TITLE [LOCAL, CANADA]","1","0","0","","","","SPF"
"UNKNOWN","984","WLN AUTOMATIC HOLDINGS STATEMENT (OCLC)","WLN AUTOMATIC HOLDINGS STATEMENT (OCLC)","1","0","0","","","","SPF"
"UNKNOWN","987","LOCAL ROMANIZATION/CONVERSION HISTORY (OCLC)","LOCAL ROMANIZATION/CONVERSION HISTORY (OCLC)","1","0","0","","","","SPF"
"UNKNOWN","990","EQUIVALENCES OR CROSS-REFERENCES [LOCAL, CANADA]","EQUIVALENCES OR CROSS-REFERENCES [LOCAL, CANADA]","1","0","0","","","","SPF"
"UNKNOWN","995","RECOMMENDATION 995 [LOCAL, UNIMARC FRANCE]","RECOMMENDATION 995 [LOCAL, UNIMARC FRANCE]","1","0","0","","","","SPF"
"UNKNOWN","998","LOCAL CONTROL INFORMATION (RLIN)","LOCAL CONTROL INFORMATION (RLIN)","1","0","0","","","","SPF"
"UNKNOWN","999","SYSTEM CONTROL NUMBERS (KOHA)","SYSTEM CONTROL NUMBERS (KOHA)","1","0","0","","","","SPF"

"#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#"

"varname","tagfield","tagsubfield","liblibrarian","libopac","repeatable","mandatory","important","kohafield","tab","authorised_value","authtypecode","value_builder","isurl","hidden","frameworkcode","seealso","link","defaultvalue","maxlength","display_order"
"UNKNOWN","000","@","fixed length control field","fixed length control field","0","1","0","","0","","","marc21_leader.pl","0","0","SPF","","","","24","0"
"UNKNOWN","001","@","control field","control field","0","0","0","","0","","","","0","0","SPF","","","","9999","0"
"UNKNOWN","003","@","control field","control field","0","1","0","","-1","","","marc21_orgcode.pl","0","0","SPF","","","","9999","0"
"UNKNOWN","005","@","control field","control field","0","0","0","","0","","","marc21_field_005.pl","0","0","SPF","","","","16","0"
"UNKNOWN","006","@","fixed length control field","fixed length control field","0","0","0","","-1","","","marc21_field_006.pl","0","-1","SPF","","","","18","0"
"UNKNOWN","007","@","fixed length control field","fixed length control field","0","0","0","","1","","","marc21_field_007.pl","0","0","SPF","","","","23","0"
"UNKNOWN","008","@","fixed length control field","fixed length control field","0","1","0","","-1","","","marc21_field_008.pl","0","0","SPF","","","","40","0"
